,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Court station name: 
(Entry required.)",,,A. N. Other,,,,,,,,,,JUDICIARY,,,,,,,,,,,,,,,,,,,,,,,,,
,13,Apr,2023,QRCR,E701,13,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,13,Apr,2023,,,1,,2,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCR,E702,13,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,13,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCR,E703,13,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,13,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCR,E704,13,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,13,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCR,E705,13,Apr,2023,,,,,Forgery (including coining),Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,13,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCRMISC,E118,13,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,13,Apr,2023,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRTR,E140,13,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,13,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCR,E699,13,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon XYZ,,,,,,,Plea,Hearing date set (in court),,11,May,2023,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E2120,19,Nov,2021,,,,,"Abortion, infanticide, concealing birth, killing unborn child",Hon A N Other,,,,,,,Mention,Mention date set (in court),,27,Apr,2023,,,1,,1,,No,,,1,,,
,13,Apr,2023,QRCRMISC,E118,13,Apr,2023,,,,,Criminal Miscellaneous Application,Hon XYZ,,,,,,,Plea,Application Allowed - Case Closed,,,,,,,1,,,1,No,,,0,,,
,13,Apr,2023,QRCR,E701,13,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon XYZ,,,,,,,Plea,Mention date set (in court),,08,May,2023,,,1,,2,,No,,,1,,,
,13,Apr,2023,QRCR,E703,13,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon XYZ,,,,,,,Plea,Mention date set (in court),,14,Apr,2023,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E702,13,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,,1,,No,,,1,,,
,13,Apr,2023,QRCR,E704,13,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon XYZ,,,,,,,Plea,Mention date set (in court),,26,Apr,2023,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E705,13,Apr,2023,,,,,Forgery (including coining),Hon XYZ,,,,,,,Plea,Mention date set (in court),,14,Apr,2023,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E697,13,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,,1,,No,,,1,,,
,13,Apr,2023,QRCR,E700,13,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRTR,E140,13,Apr,2023,,,,,Other Traffic Offences,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E698,13,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,,1,,No,,,1,,,
,13,Apr,2023,QRCR,E668,6,Apr,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon A N Other,,,,,,,Plea,Mention date set (in court),,27,Apr,2023,,,1,1,,,No,,,1,,,
,13,Apr,2023,QRCR,E643,3,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Bond Approvals,Application Allowed,,14,Jun,2023,,,1,1,,,No,,,0,,,
,13,Apr,2023,QRCR,E379,17,Feb,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Fresh Hearing,Adjournment,Accused not Ready,31,Jul,2023,,,1,1,,,No,,,0,,,
,14,Apr,2023,QRCR,E710,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E709,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E708,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E711,14,Apr,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon XYZ,,,,,,,Plea,Hearing date set (in court),,11,May,2023,,,1,3,,,No,,,3,,,
,14,Apr,2023,QRTR,E142,14,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E707,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E706,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E705,13,Apr,2023,,,,,Forgery (including coining),Hon XYZ,,,,,,,Mention,Mention date set (in court),,26,Apr,2023,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E703,13,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon XYZ,,,,,,,Mention,Mention date set (in court),,26,Apr,2023,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E696,12,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XYZ,,,,,,,Mention,Hearing date set (in court),,08,May,2023,,,1,1,1,,No,,,2,,,
,14,Apr,2023,QRSO,E048,28,Jun,2021,,,,,Rape,Hon XXXXXXX,,,,,,,Hearing,Dismissed,,,,,,,1,1,,,No,,,0,,,
,14,Apr,2023,QRCR,E685,11,Apr,2023,,,,,"Attempted Murder, Threatening to kill, Attempted Suicide",Hon XYZ,,,,,,,Plea,Mention date set (in court),,24,Apr,2023,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E708,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCRMISC,E117,11,Apr,2023,,,,,Criminal Miscellaneous Application,Hon XYZ,,,,,,,Mention,Application Allowed - Case Closed,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,1485,17,Nov,2022,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,17,Apr,2023,,,1,1,,,No,,,0,,,
,14,Apr,2023,QRTR,E141,14,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRSO,76,5,Aug,2019,,,,,Defilement,Hon XXXXXXX,,,,,,,Ruling,Ruling delivered,,19,Apr,2023,,,1,1,,,Yes,,,0,,,
,14,Apr,2023,QRCR,E712,14,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCRMISC,E119,14,Apr,2023,,,,,Criminal Miscellaneous Application,Hon XYZ,,,,,,,Plea,Application Allowed - Case Closed,,,,,,,1,,,1,No,,,0,,,
,14,Apr,2023,QRCR,E710,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Dismissed,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRTR,E144,14,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E706,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E707,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E709,14,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E714,14,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XYZ,,,,,,,Plea,Mention date set (in court),,17,Apr,2023,,,1,2,,,No,,,2,,,
,14,Apr,2023,QRTR,E143,14,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRTR,E141,14,Apr,2023,,,,,Other Traffic Offences,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRTR,E142,14,Apr,2023,,,,,Other Traffic Offences,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRTR,E143,14,Apr,2023,,,,,Other Traffic Offences,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRTR,E144,14,Apr,2023,,,,,Other Traffic Offences,Hon XYZ,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E713,14,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon XYZ,,,,,,,Plea,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRACMISC,E020,14,Apr,2023,,,,,Anti-corruption Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E715,14,Apr,2023,,,,,"Children in need of care and protection, including orphaned and vulnerable children, children subjected to harmful cultural practices (early marriages), torture, prostitution, trafficking, and other offenses under the Children's Act",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E715,14,Apr,2023,,,,,"Children in need of care and protection, including orphaned and vulnerable children, children subjected to harmful cultural practices (early marriages), torture, prostitution, trafficking, and other offenses under the Children's Act",Hon XYZ,,,,,,,Plea,Mention date set (in court),,20,Apr,2023,,,1,1,,,No,,,1,,,
,14,Apr,2023,QRCR,E714,14,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,14,Apr,2023,,,1,2,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCRMISC,E119,14,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E713,14,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E712,14,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,14,Apr,2023,QRCR,E711,14,Apr,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,14,Apr,2023,,,1,3,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E1272,3,Oct,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,02,May,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E724,17,Apr,2023,,,,,"Preparations/conspiracy to commit felony, neglect to prevent a felony",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,17,Apr,2023,,,1,2,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E723,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E722,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E721,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E720,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E719,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E718,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,2118,18,Nov,2021,,,,,Attempted robbery with violence,Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,9,,,Yes,,,2,,,
,17,Apr,2023,QRCR,E714,14,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,20,Apr,2023,,,1,2,,,No,,,1,,,
,17,Apr,2023,QRCR,E716,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E717,17,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,17,Apr,2023,QRCR,E1192,22,Sep,2022,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon XXXXXXX,,,,,,,Hearing,Adjournment,Witness not present,02,May,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E490,6,Mar,2023,,,,,"Malicious damage, injury to property, goods etc",Hon A N Other,,,,,,,Mention,Hearing date set (in court),,04,May,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E485,6,Mar,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,1368,6,Nov,2017,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XYZ,,,,,,,Mention,Mention date set (in court),,09,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,E650,4,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon XXXXXXX,,,,,,,Mention,Sentenced,,,,,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,E643,3,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Hearing date set (in court),,13,Apr,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E637,3,Apr,2023,,,,,"Arson, setting fire to crops and offences allied to arson",Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,800,20,Jun,2022,,,,,Offences under Customs & Excise Act (e.g. Being in possession of uncustomed goods),Hon A N Other,,,,,,,Mention,Hearing date set (in court),,03,Aug,2023,,,1,1,,,Yes,,,0,,,
,17,Apr,2023,QRCR,E360,17,Mar,2022,,,,,Offenses against Pharmacy & Poisons Act (e.g. Being in Possession of Part I poisons),Hon A N Other,,,,,,,Mention,Hearing date set (in court),,07,Jun,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E359,17,Mar,2022,,,,,Offenses against Pharmacy & Poisons Act (e.g. Being in Possession of Part I poisons),Hon A N Other,,,,,,,Mention,Hearing date set (in court),,07,Jun,2023,,,1,,1,,No,,,0,,,
,17,Apr,2023,QRSO,E095,17,Aug,2022,,,,,Defilement,Hon A N Other,,,,,,,Mention,Mention date set (in court),,04,May,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E638,3,Apr,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Hearing date set (in court),,14,Jun,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E489,6,Mar,2023,,,,,"Malicious damage, injury to property, goods etc",Hon A N Other,,,,,,,Mention,Hearing date set (in court),,04,May,2023,,,1,2,,,No,,,2,,,
,17,Apr,2023,QRSO,E027,3,Mar,2023,,,,,Rape,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,08,May,2023,,,1,1,,,No,1,1,1,,,
,17,Apr,2023,QRSO,E054,22,Apr,2022,,,,,Rape,Hon XXXXXXX,,,,,,,Hearing,Mention date set (in court),,02,May,2023,,,1,1,,,No,1,,0,,,
,17,Apr,2023,QRSO,E031,3,Mar,2022,,,,,Defilement,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,26,Apr,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRSO,E006,10,Jan,2023,,,,,Defilement,Hon XXXXXXX,,,,,,,Hearing,Mention date set (in court),,02,May,2023,,,1,1,,,No,1,,0,,,
,17,Apr,2023,QRCR,E2162,2,Dec,2021,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,02,May,2023,,,1,2,,,No,,,0,,,
,17,Apr,2023,QRCR,E1288,5,Oct,2022,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Mention date set (in court),,04,May,2023,,,1,4,,,No,,,0,,,
,17,Apr,2023,QRCR,1485,17,Nov,2022,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon XXXXXXX,,,,,,,Mention,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E639,3,Apr,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Hearing date set (in court),,14,Jun,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E459,1,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,08,May,2023,,,1,,1,,No,1,1,0,,,
,17,Apr,2023,QRCR,E254,1,Feb,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XXXXXXX,,,,,,,Hearing,Adjournment,Accused not supplied with witness statements/relevant documents,07,Jun,2023,,,1,3,1,,No,,,0,,,
,17,Apr,2023,QRCR,78,20,Jan,2022,,,,,Attempted robbery with violence,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Court not sitting,06,Jun,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E1400,27,Oct,2022,,,,,"Malicious damage, injury to property, goods etc",Hon XXXXXXX,,,,,,,Mention,Matter Withdrawn,,,,,,,1,6,,,No,,,0,,,
,17,Apr,2023,QRSO,E068,25,May,2022,,,,,Defilement,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,08,Mar,2023,,,1,1,,,No,4,,1,,,
,17,Apr,2023,QRCR,E1141,12,Sep,2022,,,,,Attempted robbery,Hon A N Other,,,,,,,Fresh Hearing,Adjournment,Advocate not present,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,E645,3,Apr,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,15,Jun,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,1098,18,Sep,2020,,,,,Attempted robbery with violence,Hon A N Other,,,,,,,Part Heard Hearing,Adjournment,Accused not Present,05,Jul,2023,,,1,1,,,Yes,,,1,,,
,17,Apr,2023,QRCR,E648,3,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,2,,,No,,,1,,,
,17,Apr,2023,QRSO,E034,3,Apr,2023,,,,,Defilement,Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,E646,3,Apr,2023,,,,,Attempted robbery,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,05,Apr,2023,,,1,3,,,No,,,0,,,
,17,Apr,2023,QRCRMISC,E110,3,Apr,2023,,,,,Criminal Miscellaneous Application,Hon A N Other,,,,,,,Mention,Application Allowed - Case Closed,,,,,,,1,4,,,No,,,1,,,
,17,Apr,2023,QRSO,139,7,Dec,2022,,,,,Defilement,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,E484,6,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRCR,1887,12,Oct,2021,,,,,Attempted robbery with violence,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,26,Apr,2023,,,1,3,,,Yes,,,1,,,
,17,Apr,2023,QRCR,E303,8,Mar,2022,,,,,Manslaughter,Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,17,Apr,2023,QRTR,E045,27,Feb,2023,,,,,Other Traffic Offences,Hon A N Other,,,,,,,Fresh Hearing,Adjournment,Accused not Present,22,May,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCRMISC,E107,3,Apr,2023,,,,,Criminal Miscellaneous Application,Hon A N Other,,,,,,,Mention,Application Allowed - Case Closed,,,,,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E1942,21,Oct,2021,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,12,Jun,2023,,,1,1,,,No,,,0,,,
,17,Apr,2023,QRCR,E1408,31,Oct,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Fresh Hearing,Hearing date set (in court),,03,Aug,2023,,,1,,1,,Yes,2,,0,,,
